.	72	486451	1287487	16290810	
.	73	12	26	38	
.	73	500283	1320488	16290810	
.	74	12	26	38	
.	74	488552	1291707	16290810	
.	75	12	26	38	
.	75	490899	1296199	16290810	
.	76	12	26	38	
.	76	489709	1294698	16290810	
.	77	12	26	38	
.	77	504284	1326894	16290810	
.	78	12	26	38	
.	78	501972	1324795	16290810	
.	79	12	26	38	
.	79	505569	1329696	16290810	
.	80	12	26	38	
.	80	498953	1318693	16290810	
.	81	12	26	38	
.	81	500927	1320997	16290810	
.	82	12	26	38	
.	82	498692	1316733	16290810	
.	83	12	26	38	
.	83	510086	1342131	16290810	
.	84	12	26	38	
.	84	513338	1346664	16290810	
.	85	12	26	38	
.	85	512833	1345895	16290810	
.	86	12	26	38	
.	86	514409	1351478	16290810	
.	87	12	26	38	
.	87	520333	1366432	16290810	
.	88	12	26	38	
.	88	524390	1376742	16290810	
.	89	12	26	38	
.	89	527551	1381628	16290810	
.	90	3	12	26	38	
.	90	16137	551722	1412364	16290810	
.	91	12	26	38	
.	91	563849	1468272	16290810	
.	92	3	12	26	38	
.	92	4137	588096	1515515	16290810	
.	93	3	12	26	38	
.	93	644	579625	1498427	16290810	
.	94	12	26	38	
.	94	569579	1475602	16290810	
.	95	12	26	38	
.	95	572992	1482831	16290810	
.	96	12	26	38	
.	96	586170	1512486	16290810	
.	97	12	26	38	
.	97	591961	1524675	16290810	
.	98	12	26	38	
.	98	598861	1538736	16290810	
.	99	12	26	38	
.	99	595049	1533945	16290810	
.	100	12	26	38	
.	100	620034	1588413	16290810	
.	101	12	26	38	
.	101	618345	1584703	16290810	
.	102	12	26	38	
.	102	595810	1534046	16290810	
.	103	12	26	38	
.	103	602634	1546032	16290810	
.	104	12	26	38	
.	104	617811	1570968	16290810	
.	105	12	26	38	
.	105	625344	1580050	16290810	
.	106	12	26	38	
.	106	628596	1582557	16290810	
.	107	12	26	38	
.	107	618728	1557777	16290810	
.	108	12	26	38	
.	108	638056	1594606	16290810	
.	109	12	26	38	
.	109	672467	1658963	16290810	
.	110	12	26	38	
.	110	681679	1665251	16290810	
.	111	12	26	38	
.	111	680867	1653180	16290810	
.	112	12	26	38	
.	112	696239	1682522	16290810	
.	113	12	26	38	
.	113	710310	1715571	16290810	
.	114	12	26	38	
.	114	717592	1734505	16290810	
.	115	12	26	38	
.	115	731415	1762220	16290810	
.	116	12	26	38	
.	116	728957	1751220	16290810	
.	117	12	26	38	
.	117	734543	1754526	16290810	
.	118	12	26	38	
.	118	767335	1814613	16290810	
.	119	12	26	38	
.	119	787923	1841218	16290810	
.	120	12	26	38	
.	120	814545	1878749	16290810	
.	121	12	26	38	
.	121	832212	1904331	16290810	
.	122	12	26	38	
.	122	846909	1930371	16290810	
.	123	12	26	38	
.	123	834931	1913289	16290810	
.	124	12	26	38	
.	124	836998	1930623	16290810	
.	125	12	26	38	
.	125	833623	1925856	16290810	
.	126	12	26	38	
.	126	866570	1995379	16290810	
.	127	12	26	38	
.	127	890804	2035306	16290810	
.	128	12	26	38	
.	128	894476	2032685	16290810	
.	129	3	12	26	38	
.	129	28	983347	2199438	16290810	
.	130	12	26	38	
.	130	971250	2156280	16290810	
.	131	12	26	38	
.	131	937100	2079969	16290810	
.	132	12	26	38	
